,line,filename,entity,len,lineNo,email,url,phone,sigdelimiter,special,words,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioNB,lenRatio,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
2254,POSTING_REF = 0,263.txt,no_entity,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,25,0,0,0,0,0.5423728813559322,0.5614035087719298,0.6,1,0,1,0
2255,SALE_REF = ,263.txt,no_entity,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,24,0,0,0,0,0.559322033898305,0.5789473684210527,0.44,1,0,1,1
2256,REQUEST_REF = ,263.txt,no_entity,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,23,0,0,0,0,0.576271186440678,0.5964912280701754,0.56,1,0,1,0
2257,DEAL_REF = ,263.txt,no_entity,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,0,59,25.0,11,59,2,57,0,22,0,0,0,0,0.5932203389830508,0.6140350877192983,0.44,1,0,1,1
2258,NEGOTIATED_PRICE_FLAG = ,263.txt,no_entity,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,0,0,0,59,25.0,11,59,2,57,0,21,0,0,0,0,0.6101694915254238,0.631578947368421,0.96,1,0,0,0
2259,STATUS = RECEIVED,263.txt,no_entity,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,20,0,0,0,0,0.6271186440677966,0.6491228070175439,0.68,1,0,1,0
2260,STATUS_NOTIFICATION = lisa.gang@enron.com,263.txt,no_entity,41,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,19,0,0,0,0,0.6440677966101694,0.6666666666666666,1.64,0,1,0,0
2261,STATUS_COMMENTS = ,263.txt,no_entity,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,18,0,0,0,0,0.6610169491525424,0.6842105263157895,0.72,1,0,1,0
2262,TIME_QUEUED = 06/24/2002,263.txt,no_entity,24,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,17,0,0,0,0,0.6779661016949152,0.7017543859649122,0.96,1,0,0,0
2263,RESPONSE_TIME_LIMIT = ,263.txt,no_entity,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,16,0,0,0,0,0.6949152542372882,0.7192982456140351,0.88,1,0,0,0
2264,TIME_OF_LAST_UPDATE = 06/24/2002,263.txt,no_entity,32,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,15,0,0,0,0,0.711864406779661,0.7368421052631579,1.28,0,1,0,0
2265,PRIMARY_PROVIDER_COMMENTS = ,263.txt,no_entity,28,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,14,0,0,0,0,0.7288135593220338,0.7543859649122807,1.12,0,1,0,0
2266,SELLER_COMMENTS = ,263.txt,no_entity,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,13,0,0,0,0,0.7457627118644068,0.7719298245614035,0.72,1,0,1,0
2267,CUSTOMER_COMMENTS = For info call (503)464-5070,263.txt,no_entity,47,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,12,0,0,0,0,0.7627118644067796,0.7894736842105263,1.88,0,1,0,0
2268,SELLER_NAME = AZPS,263.txt,no_entity,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,11,0,0,0,0,0.7796610169491526,0.8070175438596491,0.72,1,0,1,0
2269,SELLER_PHONE = 602.250.1128,263.txt,no_entity,27,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,10,0,0,0,1,0.7966101694915254,0.8245614035087719,1.08,0,1,0,0
2270,SELLER_FAX = 602.250.1155,263.txt,no_entity,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,9,0,0,0,1,0.8135593220338984,0.8421052631578947,1.0,1,0,0,0
2271,SELLER_EMAIL = oasisadm@apsc.com,263.txt,no_entity,32,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,8,0,0,0,1,0.8305084745762712,0.8596491228070176,1.28,0,1,0,0
2272,"CUSTOMER_NAME = Enron Power Marketing, Inc.",263.txt,no_entity,43,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,7,0,0,0,1,0.847457627118644,0.8771929824561403,1.72,0,1,0,0
2273,CUSTOMER_PHONE = (713)853-3801,263.txt,no_entity,30,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,6,0,0,0,1,0.864406779661017,0.8947368421052632,1.2,0,1,0,0
2274,CUSTOMER_FAX = (713)646-8272,263.txt,no_entity,28,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,5,0,0,0,1,0.8813559322033898,0.9122807017543859,1.12,0,1,0,0
2275,CUSTOMER_EMAIL = bill.rust@enron.com,263.txt,no_entity,36,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,4,0,0,1,1,0.8983050847457628,0.9298245614035088,1.44,0,1,0,0
2276,REASSIGNED_REF = 0,263.txt,no_entity,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,3,0,0,1,1,0.9152542372881356,0.9473684210526315,0.72,1,0,1,0
2277,REASSIGNED_CAPACITY = 0,263.txt,no_entity,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,2,0,0,1,1,0.9322033898305084,0.9649122807017544,0.92,1,0,0,0
2278,REASSIGNED_START_TIME = ,263.txt,no_entity,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,1,0,1,1,1,0.9491525423728814,0.9824561403508771,0.96,1,0,0,0
2279,REASSIGNED_STOP_TIME =,263.txt,no_entity,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,0,1,0,1,1,0.9661016949152542,1.0,0.88,1,0,0,0
2280,"John, we just received an invoice from the above company for an electronic tagging service agreement that Bill Greenizan had executed last year.  It is to renew the ETS agreement for an additional one year commencing March 10, 2002 and is in an amount of US$3,000.  I am unsure what the purpose is of the agreement and whether ECC or UBSW need to continue it.  Can you let me know what we should do with the invoice and agreement?",264.txt,no_entity,430,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,0,5,150.0,9,430,2,3,2,2,0,0,1,1,0.2,0.3333333333333333,2.8666666666666667,0,1,0,0
2281,Thanks,264.txt,signature,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,0,0,0,1,5,150.0,9,430,2,3,2,1,0,1,1,1,0.4,0.6666666666666666,0.04,1,0,1,1
2282,Greg,264.txt,signature,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,1,0,0,0,1,5,150.0,9,430,2,3,2,0,1,0,1,1,0.6,1.0,0.02666666666666667,1,0,1,1
2283,The following reports have been waiting for your approval for more than 4 days.  Please review.,265.txt,no_entity,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,6,41.0,21,95,2,4,0,3,0,0,1,1,0.16666666666666666,0.25,2.317073170731707,0,1,0,0
2284,Owner: Karen K Heathman,265.txt,no_entity,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,1,6,41.0,21,95,2,4,0,2,0,0,1,1,0.3333333333333333,0.5,0.5609756097560976,1,0,1,0
2285,Report Name: Brad Larson,265.txt,no_entity,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,1,6,41.0,21,95,2,4,0,1,0,1,1,1,0.5,0.75,0.5853658536585366,1,0,1,0
2286,Days In Mgr. Queue: 5,265.txt,no_entity,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,1,6,41.0,21,95,2,4,0,0,1,0,1,1,0.6666666666666666,1.0,0.5121951219512195,1,0,1,0
2287,	sabrina.minnis@enron.com,266.txt,no_entity,25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,18,64.0,6,121,9,9,2,8,0,0,0,1,0.05555555555555555,0.1111111111111111,0.390625,1,0,1,1
2288,Hello-,266.txt,no_entity,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,1,1,0,0,1,18,64.0,6,121,9,9,2,7,0,0,0,1,0.1111111111111111,0.2222222222222222,0.09375,1,0,1,1
2289,"For my own use, I put together the attached list of outstanding DMS requests and plan to do so at the end of each week.  ",266.txt,no_entity,121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,1,0,0,0,18,64.0,6,121,9,9,2,6,0,0,0,1,0.16666666666666666,0.3333333333333333,1.890625,0,1,0,0
2290,It occurred to me that perhaps this spreadsheet would be a helpful tool for all of you to see as well.  ,266.txt,no_entity,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,18,64.0,6,121,9,9,2,5,0,0,0,1,0.2222222222222222,0.4444444444444444,1.625,0,1,0,0
2291,"If you have any additions/corrections (my apologies for any mistakes!), please let me know.  ",266.txt,no_entity,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,18,64.0,6,121,9,9,2,4,0,0,1,1,0.2777777777777778,0.5555555555555556,1.453125,0,1,0,0
2292,"Also, please let me know if you would like me to forward to you an updated spreadsheet like this on a weekly basis.",266.txt,no_entity,115,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,1,1,0,0,0,18,64.0,6,121,9,9,2,3,0,0,1,1,0.3333333333333333,0.6666666666666666,1.796875,0,1,0,0
2293,"Note:  I only pulled ""Need Further Documentation"" requests from bankruptcy forward.",266.txt,no_entity,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,0,0,0,18,64.0,6,121,9,9,2,2,0,0,1,1,0.3888888888888889,0.7777777777777778,1.296875,0,1,0,0
2294,Thanks!,266.txt,signature,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,18,64.0,6,121,9,9,2,1,0,1,1,1,0.4444444444444444,0.8888888888888888,0.109375,1,0,1,1
2295,Jenny ,266.txt,signature,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,1,18,64.0,6,121,9,9,2,0,1,0,1,1,0.5,1.0,0.09375,1,0,1,1
2296,Please note that Wall 2 Wall has been delayed and will be in tomorrow instead of today.  ,267.txt,no_entity,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,16,61.0,6,209,9,7,2,6,0,0,0,1,0.0625,0.14285714285714285,1.459016393442623,0,1,0,0
2297,Sorry for any inconvenience. ,267.txt,no_entity,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,16,61.0,6,209,9,7,2,5,0,0,0,1,0.125,0.2857142857142857,0.47540983606557374,1,0,1,1
2298,Carla ,267.txt,no_entity,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,1,16,61.0,6,209,9,7,2,4,0,0,1,1,0.1875,0.42857142857142855,0.09836065573770492,1,0,1,1
2299,"With the recent shuffle of people moving to new desks, I'm sure there will be keyboard trays that need to be moved, as well as some repairs.  Wall 2 Wall will be in on Wednesday afternoon to look after this.  ",267.txt,no_entity,209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,16,61.0,6,209,9,7,2,3,0,0,1,1,0.25,0.5714285714285714,3.4262295081967213,0,1,0,0
2300,Please let me know by Wednesday morning if you need anything done. ,267.txt,no_entity,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,16,61.0,6,209,9,7,2,2,0,0,1,1,0.3125,0.7142857142857143,1.098360655737705,0,1,0,0
2301,"Thanks, ",267.txt,signature,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,16,61.0,6,209,9,7,2,1,0,1,1,1,0.375,0.8571428571428571,0.13114754098360656,1,0,1,1
2302,Carla ,267.txt,signature,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,1,16,61.0,6,209,9,7,2,0,1,0,1,1,0.4375,1.0,0.09836065573770492,1,0,1,1
2303,Lisa:,268.txt,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L,0,1,1,0,0,1,7,36.0,5,82,4,3,1,2,0,0,1,1,0.14285714285714285,0.3333333333333333,0.1388888888888889,1,0,1,1
2304,Do you know if this issue was resolved ---did we verify how we charge BPA for LDs?,268.txt,no_entity,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,0,7,36.0,5,82,4,3,1,1,0,1,1,1,0.2857142857142857,0.6666666666666666,2.2777777777777777,0,1,0,0
2305,Thanks!  Jenny,268.txt,signature,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,7,36.0,5,82,4,3,1,0,1,0,1,1,0.42857142857142855,1.0,0.3888888888888889,1,0,1,1
2306,What matters is what the contract indicates. What is the Enpower deal confirmation number? I will have someone pull the contract to determine EPMI's rights as it relates to charging BPA LD's.,269.txt,no_entity,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,3,191.0,191,191,2,1,0,0,1,0,1,1,0.3333333333333333,1.0,1.0,1,0,0,0
2307,Employee Name: Monika Causholli,27.txt,no_entity,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,1,8,46.0,23,129,2,6,0,5,0,0,0,1,0.125,0.16666666666666666,0.6739130434782609,1,0,1,0
2308,Report Name:   Monika Causholli,27.txt,no_entity,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,1,8,46.0,23,129,2,6,0,4,0,0,1,1,0.25,0.3333333333333333,0.6739130434782609,1,0,1,0
2309,Report Date:   10/25/01,27.txt,no_entity,23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,1,8,46.0,23,129,2,6,0,3,0,0,1,1,0.375,0.5,0.5,1,0,1,1
2310,Report ID:     1CD662BAC8BB11D5B373,27.txt,no_entity,35,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,8,46.0,23,129,2,6,0,2,0,0,1,1,0.5,0.6666666666666666,0.7608695652173914,1,0,0,0
2311,Submitted On:  10/25/01,27.txt,no_entity,23,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,1,8,46.0,23,129,2,6,0,1,0,1,1,1,0.625,0.8333333333333334,0.5,1,0,1,1
2312,You are only allowed 2 reports with receipts outstanding.  Your expense reports will not be paid until you meet this requirement.,27.txt,no_entity,129,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,1,1,0,0,0,8,46.0,23,129,2,6,0,0,1,0,1,1,0.75,1.0,2.8043478260869565,0,1,0,0
2313,"Virgina, correct me if I'm wrong, I believe BPA has special rules when energy is curtailed.  Instead of us charging them with liquidated damages, BPA will not bill for the hours curtailed.  I track and record the cuts by modifying the deal in deal scheduling so that settlement is aware of the cuts.",270.txt,no_entity,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V,0,1,1,0,0,0,5,155.0,11,299,3,2,1,1,0,1,1,1,0.2,0.5,1.929032258064516,0,1,0,0
2314,lisa  ,270.txt,signature,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,l,0,1,1,0,0,0,5,155.0,11,299,3,2,1,0,1,0,1,1,0.4,1.0,0.03870967741935484,1,0,1,1
2315,"I assume that on all cuts on COB deliveries that we are charging BPA liquidated damages. In this case $3.50/MWhr for 6/18. Please let me know if this is not the case. Also, how do we track and record COB non-delivery LD's for BPA's? ",271.txt,no_entity,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,3,233.0,233,233,2,1,0,0,1,0,1,1,0.3333333333333333,1.0,1.0,1,0,0,0
2316,We were cut 40 MW today by BPA for peak hours on 6/18 at COB on enpower deal number 305699. Lisa purchased replacement power from Avista at $30. Enpower 897712,272.txt,no_entity,159,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,13,57.0,17,193,4,9,7,8,0,0,0,1,0.07692307692307693,0.1111111111111111,2.789473684210526,0,1,0,0
2317,"We presold power to Avista at $33.50 for the month and are now buying it back from them at $30 to book out.  Of course, BPA should not charge us for the 27.25 supply price under their contract.",272.txt,no_entity,193,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,13,57.0,17,193,4,9,7,7,0,0,0,1,0.15384615384615385,0.2222222222222222,3.3859649122807016,0,1,0,0
2318,Mo Elafandi ,272.txt,signature,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,1,1,0,0,1,13,57.0,17,193,4,9,7,6,0,0,0,1,0.23076923076923078,0.3333333333333333,0.21052631578947367,1,0,1,1
2319,Enron North America ,272.txt,signature,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,1,13,57.0,17,193,4,9,7,5,0,0,0,1,0.3076923076923077,0.4444444444444444,0.3508771929824561,1,0,1,1
2320,"121 SW Salmon, 3WTC0407",272.txt,signature,23,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,13,57.0,17,193,4,9,7,4,0,0,1,1,0.38461538461538464,0.5555555555555556,0.40350877192982454,1,0,1,1
2321,"Portland, OR 97204 ",272.txt,signature,19,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,13,57.0,17,193,4,9,7,3,0,0,1,1,0.46153846153846156,0.6666666666666666,0.3333333333333333,1,0,1,1
2322,503-464-5106 ,272.txt,signature,13,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,13,57.0,17,193,4,9,7,2,0,0,1,1,0.5384615384615384,0.7777777777777778,0.22807017543859648,1,0,1,1
2323,Fax 503-464-7376,272.txt,signature,16,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,1,0,0,1,13,57.0,17,193,4,9,7,1,0,1,1,1,0.6153846153846154,0.8888888888888888,0.2807017543859649,1,0,1,1
2324,Cellular 503-860-8564,272.txt,signature,21,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,1,13,57.0,17,193,4,9,7,0,1,0,1,1,0.6923076923076923,1.0,0.3684210526315789,1,0,1,1
2325,IMPORTANT- THE IDS BELOW WILL BE YOUR PERMANENT ACCESS TO PRODUCTION,273.txt,no_entity,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,41,49.0,13,129,15,26,3,25,0,0,0,0,0.024390243902439025,0.038461538461538464,1.3877551020408163,0,1,0,0
2326,Your PRODUCTION User ID and Password has been set up on UBSWenergy.  Please follow the steps below to access the new environment:,273.txt,no_entity,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,1,1,0,0,0,41,49.0,13,129,15,26,3,24,0,0,0,0,0.04878048780487805,0.07692307692307693,2.63265306122449,0,1,0,0
2327,From Internet Explorer connect to the UBSWenergy Production Cluster through the following link:,273.txt,no_entity,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,1,0,0,0,41,49.0,13,129,15,26,3,23,0,0,0,0,0.07317073170731707,0.11538461538461539,1.9387755102040816,0,1,0,0
2328,http://remoteservices.netco.enron.com/ica/ubswenergy.ica  (use your UBSWenergy/Enron NT Log In & Password),273.txt,no_entity,106,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,1,1,0,0,0,41,49.0,13,129,15,26,3,22,0,0,0,0,0.0975609756097561,0.15384615384615385,2.163265306122449,0,1,0,0
2329,"From the second Start menu,  select appropriate application:",273.txt,no_entity,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,1,0,0,0,41,49.0,13,129,15,26,3,21,0,0,0,0,0.12195121951219512,0.19230769230769232,1.2244897959183674,0,1,0,0
2330,STACK MANAGER,273.txt,no_entity,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,0,0,0,0,41,49.0,13,129,15,26,3,20,0,0,0,0,0.14634146341463414,0.23076923076923078,0.2653061224489796,1,0,1,1
2331,User ID: JZUFFER,273.txt,no_entity,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,0,1,1,0,0,0,41,49.0,13,129,15,26,3,19,0,0,0,0,0.17073170731707318,0.2692307692307692,0.32653061224489793,1,0,1,1
2332,Password: q#9M#npX	(Please Change),273.txt,no_entity,34,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,P,0,1,1,0,0,0,41,49.0,13,129,15,26,3,18,0,0,0,0,0.1951219512195122,0.3076923076923077,0.6938775510204082,1,0,1,0
2333,Below is a special internal use only link for the simulation purposes only to get to the trading area of the website.,273.txt,no_entity,117,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,1,0,0,0,41,49.0,13,129,15,26,3,17,0,0,0,0,0.21951219512195122,0.34615384615384615,2.3877551020408165,0,1,0,0
2334,DO NOT PROVIDE THIS LINK TO ANYONE NOT PART OF THE SIMULATION. ,273.txt,no_entity,63,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,0,41,49.0,13,129,15,26,3,16,0,0,0,0,0.24390243902439024,0.38461538461538464,1.2857142857142858,0,1,0,0
2335,(customers should be directed to go to the direct link www.ubsenergy.com).,273.txt,no_entity,74,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(,0,1,1,0,0,0,41,49.0,13,129,15,26,3,15,0,0,0,0,0.2682926829268293,0.4230769230769231,1.510204081632653,0,1,0,0
2336,http://www.ubswenergy.com/site_index.html  (FOR SIMULATION ONLY),273.txt,no_entity,64,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,1,1,0,0,0,41,49.0,13,129,15,26,3,14,0,0,0,0,0.2926829268292683,0.46153846153846156,1.3061224489795917,0,1,0,0
2337,WEBSITE - Book (ALBERTA LONG TERM POWER),273.txt,no_entity,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,41,49.0,13,129,15,26,3,13,0,0,0,0,0.3170731707317073,0.5,0.8163265306122449,1,0,0,0
2338,User ID: MUS93962,273.txt,no_entity,17,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U,0,1,1,0,0,0,41,49.0,13,129,15,26,3,12,0,0,0,0,0.34146341463414637,0.5384615384615384,0.3469387755102041,1,0,1,1
2339,Password: WELCOME!,273.txt,no_entity,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,41,49.0,13,129,15,26,3,11,0,0,0,0,0.36585365853658536,0.5769230769230769,0.3673469387755102,1,0,1,1
2340,WEBSITE - Book (ALBERTA ORIGINATION),273.txt,no_entity,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,41,49.0,13,129,15,26,3,10,0,0,0,1,0.3902439024390244,0.6153846153846154,0.7346938775510204,1,0,1,0
2341,User ID: MUS93124,273.txt,no_entity,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U,0,1,1,0,0,0,41,49.0,13,129,15,26,3,9,0,0,0,1,0.4146341463414634,0.6538461538461539,0.3469387755102041,1,0,1,1
2342,Password: WELCOME!,273.txt,no_entity,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,41,49.0,13,129,15,26,3,8,0,0,0,1,0.43902439024390244,0.6923076923076923,0.3673469387755102,1,0,1,1
2343,WEBSITE - Book (ALBERTA TRANSFER BOOK),273.txt,no_entity,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,41,49.0,13,129,15,26,3,7,0,0,0,1,0.4634146341463415,0.7307692307692307,0.7755102040816326,1,0,0,0
2344,User ID: MUS52346,273.txt,no_entity,17,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U,0,1,1,0,0,0,41,49.0,13,129,15,26,3,6,0,0,0,1,0.4878048780487805,0.7692307692307693,0.3469387755102041,1,0,1,1
2345,Password: WELCOME!,273.txt,no_entity,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,41,49.0,13,129,15,26,3,5,0,0,0,1,0.5121951219512195,0.8076923076923077,0.3673469387755102,1,0,1,1
2346,PLEASE DO NOT TRANSACT BEFORE SIMULATION TOMORROW!,273.txt,no_entity,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,41,49.0,13,129,15,26,3,4,0,0,1,1,0.5365853658536586,0.8461538461538461,1.0204081632653061,0,1,0,0
2347,"Should you have any questions or issues, please contact me at x33465 or the Call Center at 713-584-4444",273.txt,no_entity,103,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,41,49.0,13,129,15,26,3,3,0,0,1,1,0.5609756097560976,0.8846153846153846,2.1020408163265305,0,1,0,0
2348,"Thank you,",273.txt,signature,10,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,41,49.0,13,129,15,26,3,2,0,0,1,1,0.5853658536585366,0.9230769230769231,0.20408163265306123,1,0,1,1
2349,Stephanie Sever,273.txt,signature,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,0,0,0,1,41,49.0,13,129,15,26,3,1,0,1,1,1,0.6097560975609756,0.9615384615384616,0.30612244897959184,1,0,1,1
